Article ID,Newspaper Title,Newspaper City,Newspaper Province,Newspaper Country,Year,Month,Day,Article Type,Text
ID2,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,01,05,inform,The ship Nestor belonging to Glasgow seized several months ago by the officers of his Majesty's customs at this port for not being provided with a register according to Act of Parliament was condemned at a Court of Vice Admiralty held in Spanish Town on Friday last week. She was sold for 1500L.  
