Article ID,Newspaper Title,Newspaper City,Newspaper Province,Newspaper Country,Year,Month,Day,Article Type,Text
ID399,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1792,08,13,inform,Yesterday a large entry of goods for Georgia New-York New Providence and New Brunswick to the amount of upwards of one hundred and sixty thousand pounds were entered at the Customhouse.  
