Article ID,Newspaper Title,Newspaper City,Newspaper Province,Newspaper Country,Year,Month,Day,Article Type,Text
ID99,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1794,02,10,inform,The whole expenditure of the American States on all establishments civil and military did not amount in the last year to 180000l. 
