Article ID,Newspaper Title,Newspaper City,Newspaper Province,Newspaper Country,Year,Month,Day,Article Type,TextID3,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,01,05,inform,This morning some dispatches were received from Boston which were brought over in the Sally Capt. Walker from Liverpool. They are dated the 16th November and contain an account of the arrival of several ships from Newfoundland and some from Halifax; that provisions of all kinds were very plentiful and reasonable. 
ID38,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,14,inform,This day arrived a mail from New-York brought to Falmouth by the Sandwich packet in thirty-three days. 
ID43,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,18,inform,This morning arrives a mail from Jamaica which was brought over in his Majesty's packet the Roebuck after a passage of 54 days. 
ID56,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,07,new,This morning some dispatches were received at the Secretary of State's Office from Halifax which were brought over in the Friendship Capt. Taylor arrived at Liverpool. 
